District,Zone ID,Zone Name,Zone Type,Zone Speed Limit,Latitude,Longitude,Pincode
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.01972345,77.07488675,641103
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.0243788,77.07542985,641103
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.0281701,77.07589015,641103
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.01463735,77.07411855,641103
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.01798995,77.0746926,641103
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.03427155,77.0766311,641103
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.0352332,77.07676185,641062
Coimbatore,-,Unnamed Zone,service,30,11.04090365,77.0751193,641103
Coimbatore,-,Unnamed Zone,service,30,11.0409428,77.0772119,641062
Coimbatore,-,Unnamed Zone,service,30,11.0409598,77.07512595,641103
Coimbatore,-,Unnamed Zone,service,30,11.04075005,77.07399805,641103
Coimbatore,-,Unnamed Zone,service,30,11.04112825,77.0736539,641103
Coimbatore,-,Unnamed Zone,service,30,11.04141935,77.07618765,641062
Coimbatore,-,Unnamed Zone,service,30,11.0410259,77.0762424,641062
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.05562025,77.08301665,641062
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.05441405,77.0816695,641062
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.0583659,77.08615295,641062
Coimbatore,Z115,Coimbatore Bypass,trunk,70,11.0588586,77.086733,641062
Coimbatore,-,Unnamed Zone,trunk_link,30,10.91791395,76.9862541,641050
Coimbatore,-,Unnamed Zone,tertiary,50,10.9001296,76.9777347,641105
Coimbatore,-,Unnamed Zone,trunk_link,30,10.91769955,76.98616925,641050
Coimbatore,-,Unnamed Zone,trunk_link,30,10.9177555,76.985913,641050
Coimbatore,-,Unnamed Zone,trunk_link,30,10.9180047,76.9859999,641050
Coimbatore,-,Unnamed Zone,tertiary,40,10.90957975,76.97791245,641050
Coimbatore,-,Unnamed Zone,service,30,11.0779475,77.1091399,641407
Coimbatore,-,Unnamed Zone,service,30,11.07744285,77.1080991,641407
