District,Zone ID,Zone Name,Zone Type,Zone Speed Limit,Latitude,Longitude,Pincode
Banglore,Z271,Palace Guttahalli Main Road,tertiary,40,12.99902655,77.58101475,560003
Banglore,Z271,Palace Guttahalli Main Road,tertiary,40,12.99893145,77.5745466,560003
Banglore,Z327,Magadi Road,primary,50,12.9802584,77.53798675,560079
Banglore,Z327,Magadi Road,primary,50,12.9774566,77.5458132,560010
Banglore,Z125,Peenya Inner Ring Road,secondary,40,13.02142915,77.52707295,560058
Banglore,Z125,Peenya Inner Ring Road,secondary,40,13.02207745,77.53276655,560022
Banglore,Z214,Race Course Road,secondary,30,12.9841844,77.58743185,560001
Banglore,Z388,Kengeri Main Road,primary,40,12.96039725,77.50431915,560056
Banglore,-,Unnamed Zone,unclassified,25,12.9758279,77.59430825,560001
Banglore,-,Unnamed Zone,unclassified,25,12.97664695,77.59901595,560001
Banglore,-,Unnamed Zone,unclassified,25,12.97444155,77.59340015,560001
Banglore,Z222,Tumkur Road,trunk,60,13.0156283,77.5555751,560022
Banglore,Z222,Tumkur Road,trunk,60,13.015802,77.55585125,560012
Banglore,Z463,Silkboard Double Decker Flyover,primary,40,12.91875835,77.62142105,560068
Banglore,-,Unnamed Zone,residential,20,12.98681215,77.5969844,560052
Banglore,Z113,Bala Gangadhara Swamy Flyover,trunk,40,12.960722,77.55744485,560026
Banglore,Z385,Chord Road Flyover,primary,40,12.9536313,77.53644115,560026
Banglore,-,Unnamed Zone,service,20,12.92391005,77.49972525,560059
Banglore,Z464,GKVK Road,secondary,30,13.06869005,77.5840492,560097
Banglore,-,Unnamed Zone,residential,30,12.96602055,77.7407197,560066
Banglore,Z108,4th Main Road,residential,30,12.97616825,77.65239665,560075
Banglore,-,Unnamed Zone,residential,30,12.975531,77.65209745,560075
Banglore,Z165,Mahatma Gandhi Road,primary,30,12.97435175,77.61102735,560001
Banglore,Z165,Mahatma Gandhi Road,primary,30,12.974752,77.6093299,560025
Banglore,-,Unnamed Zone,residential,30,12.95822865,77.740743,560066
Banglore,Z171,1st Cross Road,residential,30,12.92356975,77.64823605,560102
Banglore,Z465,22nd Main Road,residential,40,12.9000098,77.58692945,560078
Banglore,-,Unnamed Zone,residential,30,12.89904605,77.5874043,560078
Banglore,Z466,22B Main Road,residential,30,12.8998202,77.5874434,560078
Banglore,Z467,Varthur Road,primary,40,12.95533075,77.6894682,560037
Banglore,Z467,Varthur Road,primary,40,12.9554364,77.6894521,560037
Banglore,Z467,Varthur Road,primary,40,12.95453005,77.68136585,560037
Banglore,Z369,Yamalur Main Road,tertiary,40,12.95537205,77.68941745,560037
Banglore,Z467,Varthur Road,primary,40,12.9553141,77.6894027,560037
Banglore,Z468,Lakshmi Narayana Temple Road,tertiary,40,12.94882045,77.7091234,560037
Banglore,Z469,4th A Cross Road,tertiary,40,12.94915765,77.715123,560037
Banglore,Z470,Manjunadha Layout Main Road,tertiary,40,12.9503164,77.70934625,560037
Banglore,Z284,2nd B Cross Road,residential,20,12.9385694,77.54595425,560085
Banglore,Z101,Outer Ring Road,trunk,50,12.90643395,77.57326905,560078
Banglore,Z205,Bellary Road,trunk,80,13.07335385,77.59279305,560064
Banglore,-,Unnamed Zone,residential,20,13.0541765,77.6186347,560024
Banglore,-,Unnamed Zone,residential,20,13.05416255,77.61929115,560045
Banglore,Z168,Hosur Road,primary,60,12.93435915,77.61228055,560029
Banglore,Z168,Hosur Road,primary,60,12.9311309,77.6140483,560029
Banglore,Z168,Hosur Road,primary,60,12.9344119,77.6123911,560095
Banglore,Z168,Hosur Road,primary,60,12.93434815,77.61242135,560095
Banglore,-,Unnamed Zone,service,20,12.9233914,77.6825264,560103
Banglore,Z198,6th Main Road,residential,30,13.0356564,77.5766676,560094
Banglore,Z185,3rd Main Road,residential,30,13.0318224,77.5710077,560094
Banglore,Z170,New BEL Road,secondary,50,13.0360266,77.5669076,560094
Banglore,Z170,New BEL Road,secondary,50,13.0398298,77.563731,560054
Banglore,Z170,New BEL Road,secondary,50,13.03411035,77.56854355,560054
Banglore,Z170,New BEL Road,secondary,50,13.03456165,77.56825495,560094
Banglore,Z170,New BEL Road,secondary,50,13.03484905,77.5680022,560054
Banglore,Z170,New BEL Road,secondary,50,13.0339991,77.56869875,560094
Banglore,-,Unnamed Zone,tertiary,30,12.9769795,77.69608175,560037
Banglore,-,Unnamed Zone,service,20,12.9420328,77.59761485,560029
Banglore,-,Unnamed Zone,footway,20,12.94016585,77.5984674,560029
Banglore,-,Unnamed Zone,footway,20,12.9400474,77.59838235,560029
Banglore,Z296,Sarjapura Road,tertiary,30,12.9289671,77.6176294,560034
Banglore,Z101,Outer Ring Road,trunk,60,12.9170732,77.62195145,560068
Banglore,Z216,Bangalore-Mysore Road,trunk,60,12.912549,77.4852018,560060
Banglore,Z471,16th B Main Road,residential,20,12.93462035,77.62464525,560034
Banglore,Z472,Joint Road 16th & 17th cross,residential,20,12.9057477,77.59157765,560078
Banglore,Z171,1st Cross Road,residential,10,12.89114785,77.5758839,560078
Banglore,Z162,8th Main Road,tertiary,50,12.9975878,77.6572482,560033
Banglore,-,Unnamed Zone,service,15 mph,12.9358973,77.61184135,560095
Banglore,-,Unnamed Zone,service,15 mph,12.935593,77.61210285,560095
Banglore,-,Unnamed Zone,service,15 mph,12.93643345,77.6117509,560095
Banglore,-,Unnamed Zone,residential,20,12.9704545,77.7143819,560066
Banglore,-,Unnamed Zone,residential,20,12.9713086,77.7146944,560066
Banglore,-,Unnamed Zone,residential,20,12.9711293,77.7153487,560066
Banglore,-,Unnamed Zone,residential,20,12.9699803,77.7149148,560066
Banglore,-,Unnamed Zone,residential,20,12.97079965,77.71497625,560066
Banglore,-,Unnamed Zone,service,15 mph,12.9358631,77.61230965,560095
Banglore,-,Unnamed Zone,service,15 mph,12.935929,77.61164485,560095
Banglore,Z107,Mysore Road,trunk,40,12.95972425,77.5558975,560026
Banglore,Z107,Mysore Road,trunk,40,12.9599596,77.5564003,560026
